# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -9591 6 113 50 2008833 1 /openedx/staticfiles/js/bower/jquery/src/css/var/rnumnonpx.2a34d3f4def5.js
DUPTYPE_WITHIN_SAME_TREE -9591 7 113 50 2797068 1 /openedx/staticfiles/studio/js/bower/jquery/src/css/var/rnumnonpx.js
DUPTYPE_WITHIN_SAME_TREE -9591 7 113 50 2799845 1 /openedx/staticfiles/studio/js/bower/jquery/src/css/var/rnumnonpx.2a34d3f4def5.js
DUPTYPE_WITHIN_SAME_TREE -9591 10 113 50 2003934 1 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/css/var/rnumnonpx.js
DUPTYPE_WITHIN_SAME_TREE -9591 10 113 50 2004685 1 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/css/var/rnumnonpx.2a34d3f4def5.js
DUPTYPE_WITHIN_SAME_TREE -9591 11 113 50 2912773 1 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/css/var/rnumnonpx.js
DUPTYPE_WITHIN_SAME_TREE -9591 11 113 50 2914943 1 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/css/var/rnumnonpx.2a34d3f4def5.js
DUPTYPE_FIRST_OCCURRENCE 16122 5 115 50 2798208 1 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/utilities/_screenreaders.84c388e27d90.scss
DUPTYPE_WITHIN_SAME_TREE -16122 5 115 50 2794614 1 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/utilities/_screenreaders.scss
DUPTYPE_FIRST_OCCURRENCE 10321 6 116 50 2259016 1 /openedx/staticfiles/js/vendor/markitup/skins/simple/images/submenu.png
DUPTYPE_WITHIN_SAME_TREE -10321 6 116 50 2259809 1 /openedx/staticfiles/js/vendor/markitup/skins/simple/images/submenu.826d62e57f6b.png
DUPTYPE_WITHIN_SAME_TREE -10321 7 116 50 2523729 1 /openedx/staticfiles/studio/js/vendor/markitup/skins/simple/images/submenu.png
DUPTYPE_WITHIN_SAME_TREE -10321 7 116 50 2530302 1 /openedx/staticfiles/studio/js/vendor/markitup/skins/simple/images/submenu.826d62e57f6b.png
DUPTYPE_FIRST_OCCURRENCE 14085 4 116 50 2793834 1 /openedx/staticfiles/studio-frontend/src/components/CourseOutlineStatusLabel/CourseOutlineStatusLabel.scss
DUPTYPE_WITHIN_SAME_TREE -14085 4 116 50 2798484 1 /openedx/staticfiles/studio-frontend/src/components/CourseOutlineStatusLabel/CourseOutlineStatusLabel.12875eff8af3.scss
DUPTYPE_FIRST_OCCURRENCE 15179 4 117 50 2522837 1 /openedx/staticfiles/css/vendor/slickgrid/images/arrow_right_peppermint.png
DUPTYPE_WITHIN_SAME_TREE -15179 4 117 50 2529396 1 /openedx/staticfiles/css/vendor/slickgrid/images/arrow_right_peppermint.49741c16c92a.png
DUPTYPE_WITHIN_SAME_TREE -15179 5 117 50 2795740 1 /openedx/staticfiles/studio/css/vendor/slickgrid/images/arrow_right_peppermint.png
DUPTYPE_WITHIN_SAME_TREE -15179 5 117 50 2800174 1 /openedx/staticfiles/studio/css/vendor/slickgrid/images/arrow_right_peppermint.49741c16c92a.png
DUPTYPE_FIRST_OCCURRENCE 15174 4 117 50 2522834 1 /openedx/staticfiles/css/vendor/slickgrid/images/arrow_right_spearmint.png
DUPTYPE_WITHIN_SAME_TREE -15174 4 117 50 2529393 1 /openedx/staticfiles/css/vendor/slickgrid/images/arrow_right_spearmint.68676cf3bcb1.png
DUPTYPE_WITHIN_SAME_TREE -15174 5 117 50 2795737 1 /openedx/staticfiles/studio/css/vendor/slickgrid/images/arrow_right_spearmint.png
DUPTYPE_WITHIN_SAME_TREE -15174 5 117 50 2800171 1 /openedx/staticfiles/studio/css/vendor/slickgrid/images/arrow_right_spearmint.68676cf3bcb1.png
DUPTYPE_FIRST_OCCURRENCE 16018 5 117 50 2798189 1 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/var/support.2d3a2082ece4.js
DUPTYPE_WITHIN_SAME_TREE -16018 5 117 50 2794536 1 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/var/support.js
DUPTYPE_FIRST_OCCURRENCE 10934 2 118 50 2008985 1 /openedx/staticfiles/js/capa/README.8d240d1f9da6
DUPTYPE_WITHIN_SAME_TREE -10934 2 118 50 2003792 1 /openedx/staticfiles/js/capa/README
DUPTYPE_WITHIN_SAME_TREE -10934 3 118 50 1740654 1 /openedx/staticfiles/studio/js/capa/README.8d240d1f9da6
DUPTYPE_WITHIN_SAME_TREE -10934 3 118 50 1728626 1 /openedx/staticfiles/studio/js/capa/README
DUPTYPE_FIRST_OCCURRENCE 7669 3 118 50 1883343 1 /openedx/staticfiles/images/sequence-nav/status/not-started.a7a39b7ca2b9.png
DUPTYPE_WITHIN_SAME_TREE -7669 3 118 50 1877932 1 /openedx/staticfiles/images/sequence-nav/status/not-started.png
DUPTYPE_WITHIN_SAME_TREE -7669 4 118 50 1740479 1 /openedx/staticfiles/studio/images/sequence-nav/status/not-started.a7a39b7ca2b9.png
DUPTYPE_WITHIN_SAME_TREE -7669 4 118 50 1728488 1 /openedx/staticfiles/studio/images/sequence-nav/status/not-started.png
DUPTYPE_FIRST_OCCURRENCE 15664 4 119 50 2529645 1 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJIS-UCS2-HW-H.88d9668d4e0f.bcmap
DUPTYPE_WITHIN_SAME_TREE -15664 4 119 50 2523166 1 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJIS-UCS2-HW-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -15664 5 119 50 2800423 1 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJIS-UCS2-HW-H.88d9668d4e0f.bcmap
DUPTYPE_WITHIN_SAME_TREE -15664 5 119 50 2796007 1 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJIS-UCS2-HW-H.bcmap
DUPTYPE_FIRST_OCCURRENCE 13146 3 120 50 2529722 1 /openedx/staticfiles/common/templates/components/tabbed_view.5bd199cabfab.underscore
DUPTYPE_WITHIN_SAME_TREE -13146 3 120 50 2522778 1 /openedx/staticfiles/common/templates/components/tabbed_view.underscore
DUPTYPE_WITHIN_SAME_TREE -13146 4 120 50 2800579 1 /openedx/staticfiles/studio/common/templates/components/tabbed_view.5bd199cabfab.underscore
DUPTYPE_WITHIN_SAME_TREE -13146 4 120 50 2795651 1 /openedx/staticfiles/studio/common/templates/components/tabbed_view.underscore
DUPTYPE_FIRST_OCCURRENCE 15119 4 120 50 2529372 1 /openedx/staticfiles/css/vendor/ui-lightness/images/ui-bg_highlight-soft_75_ffe45c_1x100.714aab431dde.png
DUPTYPE_WITHIN_SAME_TREE -15119 4 120 50 2522810 1 /openedx/staticfiles/css/vendor/ui-lightness/images/ui-bg_highlight-soft_75_ffe45c_1x100.png
DUPTYPE_WITHIN_SAME_TREE -15119 5 120 50 2800150 1 /openedx/staticfiles/studio/css/vendor/ui-lightness/images/ui-bg_highlight-soft_75_ffe45c_1x100.714aab431dde.png
DUPTYPE_WITHIN_SAME_TREE -15119 5 120 50 2795713 1 /openedx/staticfiles/studio/css/vendor/ui-lightness/images/ui-bg_highlight-soft_75_ffe45c_1x100.png
DUPTYPE_FIRST_OCCURRENCE 7639 1 120 50 1883568 1 /openedx/staticfiles/images/slide-right-icon.366c16b8c855.png
DUPTYPE_WITHIN_SAME_TREE -7639 1 120 50 1878279 1 /openedx/staticfiles/images/slide-right-icon.png
DUPTYPE_FIRST_OCCURRENCE 9923 8 120 50 2258811 1 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/visualblocks/img/blockquote.gif
DUPTYPE_WITHIN_SAME_TREE -9923 8 120 50 2259641 1 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/visualblocks/img/blockquote.ddcdab20336a.gif
DUPTYPE_WITHIN_SAME_TREE -9923 9 120 50 2004034 1 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/visualblocks/img/blockquote.gif
DUPTYPE_WITHIN_SAME_TREE -9923 9 120 50 2004553 1 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/visualblocks/img/blockquote.ddcdab20336a.gif
DUPTYPE_FIRST_OCCURRENCE 1778 3 120 50 2259338 1 /openedx/staticfiles/studio/js/models/checklist.js
DUPTYPE_WITHIN_SAME_TREE -1778 3 120 50 2265165 1 /openedx/staticfiles/studio/js/models/checklist.5f16b95a29df.js
DUPTYPE_FIRST_OCCURRENCE 6187 2 121 50 2801231 1 /openedx/staticfiles/studio/templates/editor-mode-button.19f31462beea.underscore
DUPTYPE_WITHIN_SAME_TREE -6187 2 121 50 2796585 1 /openedx/staticfiles/studio/templates/editor-mode-button.underscore
DUPTYPE_FIRST_OCCURRENCE 17391 2 122 50 2793205 1 /openedx/staticfiles/course_search/templates/search_error.underscore
DUPTYPE_WITHIN_SAME_TREE -17391 2 122 50 2799555 1 /openedx/staticfiles/course_search/templates/search_error.1846f33f23e0.underscore
DUPTYPE_FIRST_OCCURRENCE 13419 5 123 50 1334223 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/23C037F50D373419F99BA1E1E71C4BF7/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13419 5 123 50 1342662 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/23C037F50D373419F99BA1E1E71C4BF7/4.cache.5a4e15d7052f.js
DUPTYPE_WITHIN_SAME_TREE -13419 6 123 50 1728718 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/23C037F50D373419F99BA1E1E71C4BF7/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13419 6 123 50 1740460 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/23C037F50D373419F99BA1E1E71C4BF7/4.cache.5a4e15d7052f.js
DUPTYPE_FIRST_OCCURRENCE 15940 6 123 50 2797856 1 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/css/var/rboxStyle.acd42f54a6af.js
DUPTYPE_WITHIN_SAME_TREE -15940 6 123 50 2794486 1 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/css/var/rboxStyle.js
DUPTYPE_FIRST_OCCURRENCE 13599 5 123 50 1334328 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/21FE90B4180BFB3838D323BEF8A8D376/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13599 5 123 50 1342752 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/21FE90B4180BFB3838D323BEF8A8D376/4.cache.c0da995e520a.js
DUPTYPE_WITHIN_SAME_TREE -13599 6 123 50 2259396 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/21FE90B4180BFB3838D323BEF8A8D376/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13599 6 123 50 2265125 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/21FE90B4180BFB3838D323BEF8A8D376/4.cache.c0da995e520a.js
DUPTYPE_FIRST_OCCURRENCE 13408 5 123 50 1334216 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/A4461FBBAF0465577515CAF87610644B/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13408 5 123 50 1342656 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/A4461FBBAF0465577515CAF87610644B/4.cache.d915aaa1d9a0.js
DUPTYPE_WITHIN_SAME_TREE -13408 6 123 50 1728711 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/A4461FBBAF0465577515CAF87610644B/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13408 6 123 50 1740454 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/A4461FBBAF0465577515CAF87610644B/4.cache.d915aaa1d9a0.js
DUPTYPE_FIRST_OCCURRENCE 13527 5 123 50 1334286 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/74E2A415540272B550F4FBF76B928A62/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13527 5 123 50 1342716 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/74E2A415540272B550F4FBF76B928A62/4.cache.359026b59f64.js
DUPTYPE_WITHIN_SAME_TREE -13527 6 123 50 2004112 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/74E2A415540272B550F4FBF76B928A62/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13527 6 123 50 2004594 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/74E2A415540272B550F4FBF76B928A62/4.cache.359026b59f64.js
DUPTYPE_FIRST_OCCURRENCE 13515 5 123 50 1334279 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/8B94E097EB5B7F44F5DF816205600936/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13515 5 123 50 1342710 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/8B94E097EB5B7F44F5DF816205600936/4.cache.9ee308879eda.js
DUPTYPE_WITHIN_SAME_TREE -13515 6 123 50 2004105 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/8B94E097EB5B7F44F5DF816205600936/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13515 6 123 50 2004588 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/8B94E097EB5B7F44F5DF816205600936/4.cache.9ee308879eda.js
DUPTYPE_FIRST_OCCURRENCE 13263 5 123 50 1331875 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/38E04C487D89E6EA900EE8566D36C323/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13263 5 123 50 1342584 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/38E04C487D89E6EA900EE8566D36C323/4.cache.c56cbce21010.js
DUPTYPE_WITHIN_SAME_TREE -13263 5 123 50 1334181 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/F0006101A1A13BA7A5FB0E4C3A4FD9DE/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13263 5 123 50 1342626 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/F0006101A1A13BA7A5FB0E4C3A4FD9DE/4.cache.c56cbce21010.js
DUPTYPE_WITHIN_SAME_TREE -13263 6 123 50 1465780 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/38E04C487D89E6EA900EE8566D36C323/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13263 6 123 50 1481030 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/38E04C487D89E6EA900EE8566D36C323/4.cache.c56cbce21010.js
DUPTYPE_WITHIN_SAME_TREE -13263 6 123 50 1465829 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/F0006101A1A13BA7A5FB0E4C3A4FD9DE/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13263 6 123 50 1481072 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/F0006101A1A13BA7A5FB0E4C3A4FD9DE/4.cache.c56cbce21010.js
DUPTYPE_FIRST_OCCURRENCE 13481 5 123 50 1334258 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/48DAA88948720FA1EE876E89F0542440/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13481 5 123 50 1342692 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/48DAA88948720FA1EE876E89F0542440/4.cache.9222f6b24a6d.js
DUPTYPE_WITHIN_SAME_TREE -13481 6 123 50 1878700 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/48DAA88948720FA1EE876E89F0542440/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13481 6 123 50 1884272 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/48DAA88948720FA1EE876E89F0542440/4.cache.9222f6b24a6d.js
DUPTYPE_FIRST_OCCURRENCE 13299 5 123 50 1342602 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/D93CE6A40227E2F5CFEFA99680A9AA65/4.cache.a3d2c9fed326.js
DUPTYPE_WITHIN_SAME_TREE -13299 5 123 50 1331922 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/D93CE6A40227E2F5CFEFA99680A9AA65/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13299 6 123 50 1481048 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/D93CE6A40227E2F5CFEFA99680A9AA65/4.cache.a3d2c9fed326.js
DUPTYPE_WITHIN_SAME_TREE -13299 6 123 50 1465801 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/D93CE6A40227E2F5CFEFA99680A9AA65/4.cache.js
DUPTYPE_FIRST_OCCURRENCE 13433 5 123 50 1334230 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/B8A0647A57F17D460D056FAE59215465/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13433 5 123 50 1342668 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/B8A0647A57F17D460D056FAE59215465/4.cache.a7f5bcfd3951.js
DUPTYPE_WITHIN_SAME_TREE -13433 6 123 50 1728725 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/B8A0647A57F17D460D056FAE59215465/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13433 6 123 50 1740466 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/B8A0647A57F17D460D056FAE59215465/4.cache.a7f5bcfd3951.js
DUPTYPE_FIRST_OCCURRENCE 13466 5 123 50 1342686 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/8BE83087340E565EF4E166E1A4B05DDD/4.cache.ca511acae3ba.js
DUPTYPE_WITHIN_SAME_TREE -13466 5 123 50 1334251 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/8BE83087340E565EF4E166E1A4B05DDD/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13466 6 123 50 1884266 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/8BE83087340E565EF4E166E1A4B05DDD/4.cache.ca511acae3ba.js
DUPTYPE_WITHIN_SAME_TREE -13466 6 123 50 1878693 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/8BE83087340E565EF4E166E1A4B05DDD/4.cache.js
DUPTYPE_FIRST_OCCURRENCE 13287 5 123 50 1331907 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/5C6B5C566956D0855AF2FCF20EF7A7B2/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13287 5 123 50 1342596 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/5C6B5C566956D0855AF2FCF20EF7A7B2/4.cache.d13122bbe3c8.js
DUPTYPE_WITHIN_SAME_TREE -13287 6 123 50 1465794 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/5C6B5C566956D0855AF2FCF20EF7A7B2/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13287 6 123 50 1481042 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/5C6B5C566956D0855AF2FCF20EF7A7B2/4.cache.d13122bbe3c8.js
DUPTYPE_FIRST_OCCURRENCE 9505 5 123 50 1883265 1 /openedx/staticfiles/js/bower/jquery/src/event/support.3111a896e8ef.js
DUPTYPE_WITHIN_SAME_TREE -9505 5 123 50 1878543 1 /openedx/staticfiles/js/bower/jquery/src/event/support.js
DUPTYPE_WITHIN_SAME_TREE -9505 6 123 50 2800097 1 /openedx/staticfiles/studio/js/bower/jquery/src/event/support.3111a896e8ef.js
DUPTYPE_WITHIN_SAME_TREE -9505 6 123 50 2797033 1 /openedx/staticfiles/studio/js/bower/jquery/src/event/support.js
DUPTYPE_WITHIN_SAME_TREE -9505 9 123 50 1740059 1 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/event/support.3111a896e8ef.js
DUPTYPE_WITHIN_SAME_TREE -9505 9 123 50 1728392 1 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/event/support.js
DUPTYPE_WITHIN_SAME_TREE -9505 10 123 50 2914976 1 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/event/support.3111a896e8ef.js
DUPTYPE_WITHIN_SAME_TREE -9505 10 123 50 2912738 1 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/event/support.js
DUPTYPE_FIRST_OCCURRENCE 13275 5 123 50 1331882 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/3A345138392B52679AA1BDC10C5ADD2B/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13275 5 123 50 1342590 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/3A345138392B52679AA1BDC10C5ADD2B/4.cache.20949d75fbcb.js
DUPTYPE_WITHIN_SAME_TREE -13275 6 123 50 1465787 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/3A345138392B52679AA1BDC10C5ADD2B/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13275 6 123 50 1481036 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/3A345138392B52679AA1BDC10C5ADD2B/4.cache.20949d75fbcb.js
DUPTYPE_FIRST_OCCURRENCE 13504 5 123 50 1334272 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/E6F62F23E92327108B51410599ABDADC/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13504 5 123 50 1342704 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/E6F62F23E92327108B51410599ABDADC/4.cache.87f648624ac0.js
DUPTYPE_WITHIN_SAME_TREE -13504 5 123 50 1334307 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/E8CF8F4B155DFDD57E0269968D8D5F73/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13504 5 123 50 1342734 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/E8CF8F4B155DFDD57E0269968D8D5F73/4.cache.87f648624ac0.js
DUPTYPE_WITHIN_SAME_TREE -13504 6 123 50 2004098 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/E6F62F23E92327108B51410599ABDADC/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13504 6 123 50 2004582 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/E6F62F23E92327108B51410599ABDADC/4.cache.87f648624ac0.js
DUPTYPE_WITHIN_SAME_TREE -13504 6 123 50 2259375 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/E8CF8F4B155DFDD57E0269968D8D5F73/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13504 6 123 50 2265107 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/E8CF8F4B155DFDD57E0269968D8D5F73/4.cache.87f648624ac0.js
DUPTYPE_FIRST_OCCURRENCE 13541 5 123 50 1334293 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/BF575C15AA8E8840E3F98EC25283CEF8/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13541 5 123 50 1342722 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/BF575C15AA8E8840E3F98EC25283CEF8/4.cache.6bf837486356.js
DUPTYPE_WITHIN_SAME_TREE -13541 6 123 50 2004119 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/BF575C15AA8E8840E3F98EC25283CEF8/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13541 6 123 50 2004600 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/BF575C15AA8E8840E3F98EC25283CEF8/4.cache.6bf837486356.js
DUPTYPE_FIRST_OCCURRENCE 13396 5 123 50 1334209 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/71F762B71833E76203B51F82E2EE285B/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13396 5 123 50 1342650 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/71F762B71833E76203B51F82E2EE285B/4.cache.7f764e3b768e.js
DUPTYPE_WITHIN_SAME_TREE -13396 6 123 50 1728703 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/71F762B71833E76203B51F82E2EE285B/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13396 6 123 50 1740448 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/71F762B71833E76203B51F82E2EE285B/4.cache.7f764e3b768e.js
DUPTYPE_FIRST_OCCURRENCE 13456 5 123 50 1334244 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/B4C38A5264AEF866AF3ECEFA6DD63F2E/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13456 5 123 50 1342680 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/B4C38A5264AEF866AF3ECEFA6DD63F2E/4.cache.13dc5b5de203.js
DUPTYPE_WITHIN_SAME_TREE -13456 5 123 50 1334265 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/8D86091883F808F677C56E5453F4E7B4/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13456 5 123 50 1342698 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/8D86091883F808F677C56E5453F4E7B4/4.cache.13dc5b5de203.js
DUPTYPE_WITHIN_SAME_TREE -13456 6 123 50 1878686 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/B4C38A5264AEF866AF3ECEFA6DD63F2E/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13456 6 123 50 1884260 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/B4C38A5264AEF866AF3ECEFA6DD63F2E/4.cache.13dc5b5de203.js
DUPTYPE_WITHIN_SAME_TREE -13456 6 123 50 1878707 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/8D86091883F808F677C56E5453F4E7B4/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13456 6 123 50 1884278 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/8D86091883F808F677C56E5453F4E7B4/4.cache.13dc5b5de203.js
DUPTYPE_FIRST_OCCURRENCE 13251 5 123 50 1331857 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/B2779359F8C1F9DB066BF1CC28D468EE/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13251 5 123 50 1342578 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/B2779359F8C1F9DB066BF1CC28D468EE/4.cache.3b1ef7d9e65c.js
DUPTYPE_WITHIN_SAME_TREE -13251 6 123 50 1465773 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/B2779359F8C1F9DB066BF1CC28D468EE/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13251 6 123 50 1481024 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/B2779359F8C1F9DB066BF1CC28D468EE/4.cache.3b1ef7d9e65c.js
DUPTYPE_FIRST_OCCURRENCE 13371 5 123 50 1334195 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/5447217CEB7384C4146F6C8133AEF4CD/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13371 5 123 50 1342638 1 /openedx/staticfiles/vendor/jsme/jsme/deferredjs/5447217CEB7384C4146F6C8133AEF4CD/4.cache.e72432872a6e.js
DUPTYPE_WITHIN_SAME_TREE -13371 6 123 50 1465843 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/5447217CEB7384C4146F6C8133AEF4CD/4.cache.js
DUPTYPE_WITHIN_SAME_TREE -13371 6 123 50 1481084 1 /openedx/staticfiles/studio/vendor/jsme/jsme/deferredjs/5447217CEB7384C4146F6C8133AEF4CD/4.cache.e72432872a6e.js
